string,difficulty,SE,HoDoKu,print_date,day_of_week
1.00E+80,medium,2.3,500,2021-01-29,Friday
3.80E+76,hard,2.3,620,2021-01-29,Friday
6.05E+80,easy,1.2,304,2021-07-16,Friday
6.00E+79,medium,2.3,520,2021-07-16,Friday
1.00E+80,hard,2.3,506,2021-07-16,Friday
2.16E+80,easy,1.2,310,2021-10-05,Tuesday
7.00E+79,medium,3,812,2021-10-05,Tuesday
7.01E+76,hard,3.4,930,2021-10-05,Tuesday
1.95E+80,easy,1.2,316,2021-03-16,Tuesday
9.01E+77,medium,2,510,2021-03-16,Tuesday
9.00E+79,hard,2.3,756,2021-03-16,Tuesday
1.00E+80,easy,1.2,304,2023-10-06,Friday
5.01E+77,medium,1.9,590,2023-10-06,Friday
9.08E+78,hard,3,560,2023-10-06,Friday
6.20E+79,easy,1.2,310,2022-06-24,Friday
9.00E+75,medium,2.3,532,2022-06-24,Friday
2.00E+76,hard,2.8,866,2022-06-24,Friday
2.91E+79,easy,1.2,310,2021-01-27,Wednesday
8.00E+74,medium,2.3,536,2021-01-27,Wednesday
9.08E+78,hard,3,560,2021-01-27,Wednesday
2.05E+79,easy,1.2,316,2023-08-20,Sunday
4.00E+79,medium,2.3,576,2023-08-20,Sunday
6.41E+80,hard,3,660,2023-08-20,Sunday
2.09E+80,easy,1.2,304,2021-02-13,Saturday
7.00E+74,medium,3.4,702,2021-02-13,Saturday
1.01E+77,hard,2.3,530,2021-02-13,Saturday
1.00E+80,easy,1.2,304,2023-10-06,Friday
5.01E+77,medium,1.9,590,2023-10-06,Friday
9.08E+78,hard,3,560,2023-10-06,Friday
8.04E+79,easy,1.2,310,2021-09-15,Wednesday
9.02E+77,medium,2.3,556,2021-09-15,Wednesday
1.00E+79,hard,3.4,716,2021-09-15,Wednesday
3.04E+79,easy,1.2,310,2021-05-14,Friday
5.90E+79,medium,2.3,660,2021-05-14,Friday
4.00E+76,hard,2.3,594,2021-05-14,Friday
6.03E+79,easy,1.2,310,2021-11-17,Wednesday
6.00E+80,medium,2.3,536,2021-11-17,Wednesday
7.00E+80,hard,2.8,860,2021-11-17,Wednesday
7.01E+80,easy,1.2,304,2023-05-15,Monday
6.00E+79,medium,2.3,706,2023-05-15,Monday
6.00E+79,hard,2.8,674,2023-05-15,Monday
4.07E+79,easy,1.2,310,2021-10-02,Saturday
4.06E+78,medium,2.3,514,2021-10-02,Saturday
3.00E+80,hard,2.3,746,2021-10-02,Saturday
7.60E+80,easy,1.2,304,2023-11-23,Thursday
3.00E+78,medium,3.4,644,2023-11-23,Thursday
7.80E+79,hard,2.8,794,2023-11-23,Thursday
5.21E+79,easy,1.2,304,2023-01-13,Friday
9.00E+80,medium,3.4,670,2023-01-13,Friday
2.30E+80,hard,2,574,2023-01-13,Friday
7.43E+80,easy,1.2,310,2021-12-03,Friday
1.71E+80,medium,2.3,526,2021-12-03,Friday
6.00E+80,hard,2.8,646,2021-12-03,Friday
2.90E+80,easy,1.2,316,2021-02-10,Wednesday
2.54E+79,medium,2,560,2021-02-10,Wednesday
7.02E+78,hard,3.4,850,2021-02-10,Wednesday
9.04E+79,easy,1.2,316,2021-12-18,Saturday
7.30E+79,medium,2.3,596,2021-12-18,Saturday
2.01E+77,hard,3.6,734,2021-12-18,Saturday
6.00E+80,easy,1.2,304,2023-01-11,Wednesday
4.00E+78,medium,2.3,644,2023-01-11,Wednesday
7.01E+77,hard,2.3,510,2023-01-11,Wednesday
5.87E+80,easy,1.2,304,2023-06-09,Friday
5.90E+79,medium,2.3,660,2023-06-09,Friday
3.00E+80,hard,4,1016,2023-06-09,Friday
1.07E+79,easy,1.2,316,2021-02-22,Monday
2.01E+78,medium,2.3,490,2021-02-22,Monday
4.01E+80,hard,2.3,634,2021-02-22,Monday
8.30E+79,easy,1.2,310,2021-08-05,Thursday
6.00E+79,medium,2.3,596,2021-08-05,Thursday
3.00E+79,hard,3.4,730,2021-08-05,Thursday
5.06E+79,easy,1.2,304,2021-02-05,Friday
8.60E+80,medium,3.4,720,2021-02-05,Friday
9.00E+79,hard,2.3,600,2021-02-05,Friday
8.05E+80,easy,1.2,310,2023-08-31,Thursday
4.00E+75,medium,2.3,636,2023-08-31,Thursday
8.00E+78,hard,3.4,624,2023-08-31,Thursday
8.08E+80,easy,1.2,304,2023-04-07,Friday
3.01E+80,medium,2.3,826,2023-04-07,Friday
3.07E+74,hard,2.8,880,2023-04-07,Friday
2.02E+80,easy,1.2,304,2021-02-09,Tuesday
4.00E+76,medium,3.4,1066,2021-02-09,Tuesday
3.01E+72,hard,3,772,2021-02-09,Tuesday
9.00E+80,easy,1.2,304,2021-05-01,Saturday
3.00E+80,medium,2,544,2021-05-01,Saturday
1.00E+80,hard,2.3,756,2021-05-01,Saturday
6.43E+80,easy,1.2,322,2023-04-18,Tuesday
8.10E+73,medium,2.3,604,2023-04-18,Tuesday
3.00E+79,hard,2,654,2023-04-18,Tuesday
6.31E+80,easy,1.2,316,2022-07-13,Wednesday
1.02E+79,medium,2.3,580,2022-07-13,Wednesday
5.02E+77,hard,3.4,734,2022-07-13,Wednesday
5.02E+80,easy,1.2,310,2021-02-17,Wednesday
3.00E+77,medium,2.3,526,2021-02-17,Wednesday
9.70E+78,hard,3.4,960,2021-02-17,Wednesday
5.91E+80,easy,1.2,304,2022-06-27,Monday
3.09E+78,medium,2.3,570,2022-06-27,Monday
2.00E+80,hard,3,504,2022-06-27,Monday
9.30E+80,easy,1.2,304,2021-04-28,Wednesday
7.00E+79,medium,2,532,2021-04-28,Wednesday
1.00E+79,hard,3.4,760,2021-04-28,Wednesday
5.17E+78,easy,1.2,310,2021-07-01,Thursday
9.00E+80,medium,2.3,520,2021-07-01,Thursday
8.10E+77,hard,3,864,2021-07-01,Thursday
9.01E+80,easy,1.2,310,2023-04-29,Saturday
8.40E+80,medium,2,630,2023-04-29,Saturday
3.00E+79,hard,2.3,586,2023-04-29,Saturday
4.86E+80,easy,1.2,304,2021-01-05,Tuesday
1.50E+76,medium,2.3,610,2021-01-05,Tuesday
1.08E+78,hard,3.4,862,2021-01-05,Tuesday
4.87E+80,easy,1.2,316,2021-08-28,Saturday
1.00E+80,medium,2.3,734,2021-08-28,Saturday
5.09E+80,hard,2.3,740,2021-08-28,Saturday
3.97E+76,easy,1.2,310,2023-04-16,Sunday
2.00E+78,medium,3,630,2023-04-16,Sunday
8.05E+80,hard,2.3,520,2023-04-16,Sunday
5.00E+80,easy,1.2,304,2022-02-10,Thursday
5.10E+74,medium,2.3,590,2022-02-10,Thursday
5.05E+73,hard,2.3,640,2022-02-10,Thursday
4.20E+80,easy,1.2,310,2023-09-18,Monday
4.38E+76,medium,2.3,570,2023-09-18,Monday
5.02E+80,hard,3.4,644,2023-09-18,Monday
2.91E+79,easy,1.2,310,2021-01-27,Wednesday
8.00E+74,medium,2.3,536,2021-01-27,Wednesday
9.08E+78,hard,3,560,2021-01-27,Wednesday
9.05E+80,easy,1.2,304,2021-05-02,Sunday
2.50E+80,medium,2.3,510,2021-05-02,Sunday
4.01E+78,hard,3.4,730,2021-05-02,Sunday
4.01E+80,easy,1.2,304,2020-12-28,Monday
4.00E+74,medium,2.3,530,2020-12-28,Monday
1.45E+74,hard,2.3,704,2020-12-28,Monday
4.93E+80,easy,1.2,304,2021-03-31,Wednesday
7.00E+79,medium,2.3,536,2021-03-31,Wednesday
4.00E+77,hard,3,522,2021-03-31,Wednesday
4.01E+80,easy,1.2,304,2022-02-25,Friday
6.07E+79,medium,3.4,746,2022-02-25,Friday
8.00E+78,hard,3,804,2022-02-25,Friday
9.40E+80,easy,1.2,310,2021-05-22,Saturday
6.02E+78,medium,2.3,522,2021-05-22,Saturday
3.00E+78,hard,3.4,730,2021-05-22,Saturday
2.08E+80,easy,1.2,310,2022-04-13,Wednesday
3.50E+78,medium,2.3,530,2022-04-13,Wednesday
9.00E+78,hard,2,584,2022-04-13,Wednesday
1.78E+80,easy,1.2,304,2021-02-03,Wednesday
3.50E+80,medium,2.3,510,2021-02-03,Wednesday
3.00E+79,hard,3,780,2021-02-03,Wednesday
8.04E+80,easy,1.2,310,2021-02-19,Friday
6.00E+78,medium,2.3,544,2021-02-19,Friday
8.90E+79,hard,3.4,602,2021-02-19,Friday
3.41E+79,easy,1.2,304,2021-12-21,Tuesday
3.01E+79,medium,3.4,956,2021-12-21,Tuesday
4.20E+79,hard,3.4,1006,2021-12-21,Tuesday
5.60E+80,easy,1.2,310,2021-03-21,Sunday
2.65E+65,medium,2.3,490,2021-03-21,Sunday
8.90E+79,hard,3,630,2021-03-21,Sunday
5.00E+80,easy,1.2,304,2022-01-03,Monday
2.90E+78,medium,3.4,626,2022-01-03,Monday
3.01E+74,hard,2.8,816,2022-01-03,Monday
4.61E+80,easy,1.2,310,2022-09-25,Sunday
7.01E+80,medium,2.3,510,2022-09-25,Sunday
9.10E+74,hard,2.3,650,2022-09-25,Sunday
2.56E+80,easy,1.2,310,2022-11-03,Thursday
2.00E+79,medium,2.3,596,2022-11-03,Thursday
8.09E+74,hard,2.3,504,2022-11-03,Thursday
6.24E+77,easy,1.2,316,2023-08-18,Friday
5.00E+80,medium,2,524,2023-08-18,Friday
1.00E+78,hard,2.3,606,2023-08-18,Friday
8.01E+80,easy,1.2,316,2021-04-20,Tuesday
3.01E+79,medium,2.3,510,2021-04-20,Tuesday
6.00E+80,hard,2.8,936,2021-04-20,Tuesday
2.04E+79,easy,1.2,316,2022-02-03,Thursday
1.31E+80,medium,2.3,536,2022-02-03,Thursday
7.00E+78,hard,2.3,600,2022-02-03,Thursday
8.42E+80,easy,1.2,310,2021-01-10,Sunday
6.10E+80,medium,2,686,2021-01-10,Sunday
6.20E+76,hard,2.3,680,2021-01-10,Sunday
9.01E+80,easy,1.2,310,2022-06-12,Sunday
9.00E+80,medium,3.4,804,2022-06-12,Sunday
4.01E+80,hard,2.3,594,2022-06-12,Sunday
8.04E+79,easy,1.2,310,2021-05-07,Friday
9.30E+71,medium,3.4,796,2021-05-07,Friday
2.50E+79,hard,2.8,604,2021-05-07,Friday
2.05E+80,easy,1.2,304,2021-02-01,Monday
1.06E+78,medium,2.3,526,2021-02-01,Monday
8.74E+79,hard,2.8,748,2021-02-01,Monday
9.00E+80,easy,1.2,304,2021-05-01,Saturday
3.00E+80,medium,2,544,2021-05-01,Saturday
1.00E+80,hard,2.3,756,2021-05-01,Saturday
4.92E+77,easy,1.2,304,2022-02-22,Tuesday
4.00E+79,medium,2.3,496,2022-02-22,Tuesday
4.00E+76,hard,2.3,932,2022-02-22,Tuesday
5.70E+80,easy,1.2,304,2021-11-26,Friday
1.46E+80,medium,3,586,2021-11-26,Friday
5.08E+78,hard,2,656,2021-11-26,Friday
9.38E+78,easy,1.2,310,2023-11-17,Friday
3.08E+70,medium,2,606,2023-11-17,Friday
4.09E+80,hard,2.3,740,2023-11-17,Friday
5.93E+78,easy,1.2,316,2023-09-24,Sunday
9.00E+67,medium,2.3,574,2023-09-24,Sunday
9.08E+80,hard,3.4,726,2023-09-24,Sunday
4.70E+80,easy,1.2,310,2022-08-07,Sunday
9.05E+79,medium,2,676,2022-08-07,Sunday
9.00E+80,hard,3.4,1026,2022-08-07,Sunday
9.00E+80,easy,1.2,322,2022-01-12,Wednesday
5.00E+76,medium,2.3,576,2022-01-12,Wednesday
3.00E+80,hard,3.4,870,2022-01-12,Wednesday
1.00E+80,easy,1.2,304,2023-04-04,Tuesday
4.50E+79,medium,3.4,812,2023-04-04,Tuesday
8.00E+79,hard,2.3,590,2023-04-04,Tuesday
8.00E+79,easy,1.2,304,2021-07-10,Saturday
6.09E+78,medium,2.3,520,2021-07-10,Saturday
2.00E+73,hard,2.5,684,2021-07-10,Saturday
4.15E+80,easy,1.2,316,2021-01-25,Monday
1.00E+78,medium,2,516,2021-01-25,Monday
3.07E+80,hard,3,734,2021-01-25,Monday
9.06E+79,easy,1.2,310,2022-01-28,Friday
7.00E+78,medium,2.3,702,2022-01-28,Friday
8.00E+71,hard,2.3,612,2022-01-28,Friday
4.77E+80,easy,1.2,310,2021-05-27,Thursday
1.00E+80,medium,1.9,500,2021-05-27,Thursday
1.00E+80,hard,2.3,604,2021-05-27,Thursday
7.09E+80,easy,1.2,304,2022-11-12,Saturday
8.60E+74,medium,3.4,590,2022-11-12,Saturday
1.00E+80,hard,3.4,1156,2022-11-12,Saturday
4.79E+80,easy,1.2,304,2022-04-19,Tuesday
8.00E+71,medium,2.3,516,2022-04-19,Tuesday
8.00E+80,hard,2.8,804,2022-04-19,Tuesday
2.31E+80,easy,1.2,310,2023-02-02,Thursday
1.00E+80,medium,2,520,2023-02-02,Thursday
8.00E+80,hard,2.8,666,2023-02-02,Thursday
3.21E+80,easy,1.2,310,2023-10-19,Thursday
2.31E+79,medium,2.3,702,2023-10-19,Thursday
1.00E+80,hard,2.3,604,2023-10-19,Thursday
3.00E+79,easy,1.2,310,2021-05-26,Wednesday
5.56E+72,medium,2.3,586,2021-05-26,Wednesday
5.03E+80,hard,3.4,730,2021-05-26,Wednesday
5.08E+80,easy,1.2,316,2021-05-20,Thursday
6.90E+80,medium,2.3,526,2021-05-20,Thursday
5.31E+80,hard,2.3,896,2021-05-20,Thursday
6.03E+80,easy,1.2,304,2022-10-25,Tuesday
3.00E+76,medium,2.3,500,2022-10-25,Tuesday
1.00E+80,hard,4,784,2022-10-25,Tuesday
8.14E+79,easy,1.2,310,2021-04-19,Monday
3.29E+80,medium,2.3,510,2021-04-19,Monday
4.00E+79,hard,2.3,830,2021-04-19,Monday
4.01E+77,easy,1.2,310,2023-02-19,Sunday
8.30E+80,medium,2,490,2023-02-19,Sunday
1.09E+80,hard,2.3,524,2023-02-19,Sunday
9.67E+80,easy,1.2,310,2020-12-25,Friday
1.01E+80,medium,2.3,514,2020-12-25,Friday
6.73E+78,hard,3.4,860,2020-12-25,Friday
6.43E+80,easy,1.2,322,2023-04-18,Tuesday
8.10E+73,medium,2.3,604,2023-04-18,Tuesday
3.00E+79,hard,2,654,2023-04-18,Tuesday
1.00E+80,easy,1.2,310,2022-10-12,Wednesday
2.00E+79,medium,3.4,584,2022-10-12,Wednesday
7.02E+76,hard,2.3,574,2022-10-12,Wednesday
5.02E+75,easy,1.2,304,2023-12-10,Sunday
5.00E+79,medium,2.3,570,2023-12-10,Sunday
8.00E+80,hard,2.3,484,2023-12-10,Sunday
9.58E+77,easy,1.2,310,2022-08-11,Thursday
8.01E+77,medium,2.3,542,2022-08-11,Thursday
6.70E+80,hard,2.3,670,2022-08-11,Thursday
4.03E+78,easy,1.2,304,2021-12-10,Friday
6.00E+80,medium,2.3,530,2021-12-10,Friday
1.01E+80,hard,2.3,646,2021-12-10,Friday
1.20E+78,easy,1.2,310,2021-03-17,Wednesday
7.81E+75,medium,2.3,716,2021-03-17,Wednesday
1.01E+76,hard,2.3,676,2021-03-17,Wednesday
8.90E+80,easy,1.2,304,2021-01-14,Thursday
1.04E+77,medium,2.3,630,2021-01-14,Thursday
3.64E+79,hard,2.8,844,2021-01-14,Thursday
3.50E+79,easy,1.2,304,2021-06-26,Saturday
3.01E+73,medium,3,634,2021-06-26,Saturday
6.00E+80,hard,3.4,730,2021-06-26,Saturday
5.83E+79,easy,1.2,310,2021-09-20,Monday
4.00E+80,medium,2.3,530,2021-09-20,Monday
4.02E+77,hard,2.3,536,2021-09-20,Monday
5.02E+80,easy,1.2,310,2021-02-17,Wednesday
3.00E+77,medium,2.3,526,2021-02-17,Wednesday
9.70E+78,hard,3.4,960,2021-02-17,Wednesday
6.24E+80,easy,1.2,304,2022-10-06,Thursday
2.01E+77,medium,2.3,606,2022-10-06,Thursday
3.04E+78,hard,2,664,2022-10-06,Thursday
3.43E+80,easy,1.2,310,2022-03-18,Friday
4.08E+80,medium,2.3,510,2022-03-18,Friday
5.00E+79,hard,2,616,2022-03-18,Friday
6.84E+78,easy,1.2,310,2023-03-02,Thursday
1.09E+80,medium,2.3,510,2023-03-02,Thursday
5.01E+80,hard,2.3,692,2023-03-02,Thursday
6.50E+80,easy,1.2,310,2023-05-24,Wednesday
2.00E+78,medium,2,520,2023-05-24,Wednesday
6.00E+79,hard,3.4,732,2023-05-24,Wednesday
2.37E+80,easy,1.2,310,2022-08-19,Friday
3.07E+79,medium,2,544,2022-08-19,Friday
4.00E+80,hard,2.3,610,2022-08-19,Friday
2.92E+80,easy,1.2,316,2021-05-13,Thursday
7.06E+77,medium,2.3,590,2021-05-13,Thursday
1.00E+80,hard,3.4,1156,2021-05-13,Thursday
5.71E+80,easy,1.2,310,2021-04-22,Thursday
4.00E+78,medium,2,736,2021-04-22,Thursday
5.00E+80,hard,3,864,2021-04-22,Thursday
5.01E+79,easy,1.2,310,2023-10-31,Tuesday
7.06E+77,medium,2.3,600,2023-10-31,Tuesday
7.00E+79,hard,2.3,524,2023-10-31,Tuesday
1.60E+79,easy,1.2,304,2023-06-29,Thursday
1.00E+79,medium,2.3,530,2023-06-29,Thursday
4.00E+77,hard,3.4,844,2023-06-29,Thursday
6.02E+79,easy,1.2,304,2021-08-14,Saturday
6.03E+80,medium,2.3,714,2021-08-14,Saturday
8.02E+78,hard,3,730,2021-08-14,Saturday
3.78E+79,easy,1.2,304,2021-01-03,Sunday
1.00E+77,medium,2.3,610,2021-01-03,Sunday
7.00E+77,hard,4,924,2021-01-03,Sunday
4.86E+78,easy,1.2,310,2022-10-22,Saturday
1.00E+79,medium,2.3,634,2022-10-22,Saturday
1.00E+80,hard,3.4,656,2022-10-22,Saturday
3.60E+79,easy,1.2,316,2021-03-22,Monday
1.60E+80,medium,2.3,520,2021-03-22,Monday
2.06E+78,hard,2.3,716,2021-03-22,Monday
3.01E+80,easy,1.2,304,2021-01-24,Sunday
9.00E+78,medium,2.3,580,2021-01-24,Sunday
2.00E+74,hard,3,656,2021-01-24,Sunday
7.11E+80,easy,1.2,304,2021-01-13,Wednesday
2.07E+74,medium,2.3,500,2021-01-13,Wednesday
5.00E+77,hard,3.4,1060,2021-01-13,Wednesday
2.31E+79,easy,1.2,304,2022-09-16,Friday
9.00E+79,medium,3,566,2022-09-16,Friday
8.01E+79,hard,2.3,516,2022-09-16,Friday
2.09E+80,easy,1.2,304,2021-02-13,Saturday
7.00E+74,medium,3.4,702,2021-02-13,Saturday
1.01E+77,hard,2.3,530,2021-02-13,Saturday
6.74E+80,easy,1.2,316,2021-02-28,Sunday
2.01E+70,medium,2.3,654,2021-02-28,Sunday
9.01E+80,hard,2.3,720,2021-02-28,Sunday
4.60E+80,easy,1.2,310,2021-04-27,Tuesday
3.26E+80,medium,2.3,530,2021-04-27,Tuesday
5.68E+78,hard,3.4,720,2021-04-27,Tuesday
8.11E+80,easy,1.2,310,2021-02-21,Sunday
1.08E+76,medium,3,662,2021-02-21,Sunday
7.01E+80,hard,2.3,700,2021-02-21,Sunday
4.01E+80,easy,1.2,316,2023-01-24,Tuesday
7.50E+79,medium,2,574,2023-01-24,Tuesday
4.30E+78,hard,3,1010,2023-01-24,Tuesday
3.91E+80,easy,1.2,310,2021-01-08,Friday
8.00E+78,medium,2.3,526,2021-01-08,Friday
9.01E+80,hard,2.3,626,2021-01-08,Friday
3.09E+79,easy,1.2,310,2021-02-12,Friday
6.50E+78,medium,2.3,656,2021-02-12,Friday
5.41E+77,hard,3.4,886,2021-02-12,Friday
2.85E+77,easy,1.2,304,2022-01-21,Friday
6.10E+79,medium,2,520,2022-01-21,Friday
8.00E+80,hard,2.3,600,2022-01-21,Friday
8.53E+80,easy,1.2,310,2023-02-15,Wednesday
9.80E+79,medium,2.3,510,2023-02-15,Wednesday
3.51E+67,hard,2.3,694,2023-02-15,Wednesday
4.30E+80,easy,1.2,310,2022-05-30,Monday
3.01E+78,medium,3.4,676,2022-05-30,Monday
8.61E+78,hard,2.3,570,2022-05-30,Monday
8.10E+78,easy,1.2,304,2021-01-20,Wednesday
3.90E+80,medium,2.3,496,2021-01-20,Wednesday
3.00E+79,hard,2.3,590,2021-01-20,Wednesday
2.09E+80,easy,1.2,304,2021-02-13,Saturday
7.00E+74,medium,3.4,702,2021-02-13,Saturday
1.01E+77,hard,2.3,530,2021-02-13,Saturday
7.80E+80,easy,1.2,316,2021-03-13,Saturday
6.00E+78,medium,2.3,590,2021-03-13,Saturday
7.30E+80,hard,3.4,644,2021-03-13,Saturday
6.45E+79,easy,1.2,304,2023-03-31,Friday
3.00E+79,medium,3.4,814,2023-03-31,Friday
4.67E+76,hard,3.4,644,2023-03-31,Friday
6.08E+80,easy,1.2,304,2022-12-27,Tuesday
8.04E+74,medium,2,602,2022-12-27,Tuesday
8.50E+78,hard,4,826,2022-12-27,Tuesday
8.32E+75,easy,1.2,310,2023-01-02,Monday
7.30E+77,medium,2.3,480,2023-01-02,Monday
7.01E+80,hard,3,580,2023-01-02,Monday
9.13E+80,easy,1.2,310,2022-11-19,Saturday
2.00E+77,medium,2,576,2022-11-19,Saturday
2.00E+76,hard,2.8,1024,2022-11-19,Saturday
2.10E+80,easy,1.2,304,2023-03-28,Tuesday
8.40E+79,medium,2.3,572,2023-03-28,Tuesday
3.07E+80,hard,3,494,2023-03-28,Tuesday
8.90E+80,easy,1.2,304,2023-08-12,Saturday
2.01E+70,medium,2.3,654,2023-08-12,Saturday
5.00E+78,hard,2.3,542,2023-08-12,Saturday
3.86E+80,easy,1.2,316,2021-09-12,Sunday
7.00E+78,medium,2,546,2021-09-12,Sunday
8.00E+79,hard,3,686,2021-09-12,Sunday
2.68E+78,easy,1.2,304,2021-05-04,Tuesday
7.00E+79,medium,2.3,726,2021-05-04,Tuesday
5.60E+78,hard,2.3,634,2021-05-04,Tuesday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
7.90E+80,easy,1.2,304,2022-06-19,Sunday
2.00E+72,medium,2,540,2022-06-19,Sunday
3.80E+79,hard,3.4,736,2022-06-19,Sunday
9.08E+80,easy,1.2,316,2021-06-19,Saturday
9.60E+79,medium,2.3,556,2021-06-19,Saturday
9.07E+80,hard,3.4,800,2021-06-19,Saturday
7.54E+79,easy,1.2,310,2021-07-31,Saturday
1.70E+78,medium,2,596,2021-07-31,Saturday
4.02E+79,hard,2.3,504,2021-07-31,Saturday
3.51E+78,easy,1.2,304,2022-05-27,Friday
1.58E+68,medium,3.4,574,2022-05-27,Friday
1.03E+80,hard,3.4,784,2022-05-27,Friday
4.80E+80,easy,1.2,310,2023-12-06,Wednesday
3.50E+80,medium,2.3,510,2023-12-06,Wednesday
8.90E+80,hard,4,1076,2023-12-06,Wednesday
9.67E+80,easy,1.2,310,2020-12-25,Friday
1.01E+80,medium,2.3,514,2020-12-25,Friday
6.73E+78,hard,3.4,860,2020-12-25,Friday
9.67E+80,easy,1.2,310,2020-12-25,Friday
1.01E+80,medium,2.3,514,2020-12-25,Friday
6.73E+78,hard,3.4,860,2020-12-25,Friday
6.00E+78,easy,1.2,316,2022-04-28,Thursday
2.00E+79,medium,2.3,500,2022-04-28,Thursday
8.04E+79,hard,2.3,800,2022-04-28,Thursday
5.90E+79,easy,1.2,316,2023-03-30,Thursday
2.50E+80,medium,2.3,510,2023-03-30,Thursday
4.02E+79,hard,2.3,740,2023-03-30,Thursday
6.82E+79,easy,1.2,310,2021-10-10,Sunday
5.00E+76,medium,2.8,904,2021-10-10,Sunday
1.00E+79,hard,2.8,944,2021-10-10,Sunday
2.68E+78,easy,1.2,304,2021-05-04,Tuesday
7.00E+79,medium,2.3,726,2021-05-04,Tuesday
5.60E+78,hard,2.3,634,2021-05-04,Tuesday
1.78E+80,easy,1.2,304,2021-02-03,Wednesday
3.50E+80,medium,2.3,510,2021-02-03,Wednesday
3.00E+79,hard,3,780,2021-02-03,Wednesday
2.05E+79,easy,1.2,316,2021-02-07,Sunday
5.00E+74,medium,2,726,2021-02-07,Sunday
1.05E+78,hard,2,542,2021-02-07,Sunday
3.10E+80,easy,1.2,304,2023-07-03,Monday
4.00E+76,medium,2.8,614,2023-07-03,Monday
7.09E+74,hard,3.4,574,2023-07-03,Monday
6.00E+80,easy,1.2,304,2023-09-10,Sunday
4.00E+79,medium,3.4,660,2023-09-10,Sunday
4.00E+79,hard,3.4,666,2023-09-10,Sunday
2.00E+80,easy,1.2,304,2021-05-03,Monday
9.00E+67,medium,2.3,574,2021-05-03,Monday
5.00E+80,hard,2.3,530,2021-05-03,Monday
7.91E+78,easy,1.2,310,2022-08-20,Saturday
1.00E+79,medium,2,546,2022-08-20,Saturday
4.00E+73,hard,3,910,2022-08-20,Saturday
3.27E+78,easy,1.2,304,2023-02-28,Tuesday
6.09E+78,medium,2.3,520,2023-02-28,Tuesday
7.10E+79,hard,2.3,510,2023-02-28,Tuesday
9.08E+80,easy,1.2,304,2021-06-06,Sunday
6.00E+79,medium,2.3,520,2021-06-06,Sunday
1.00E+73,hard,2.3,610,2021-06-06,Sunday
3.00E+80,easy,1.2,310,2021-08-23,Monday
4.31E+80,medium,2.3,750,2021-08-23,Monday
7.00E+78,hard,2.3,706,2021-08-23,Monday
8.01E+80,easy,1.2,304,2021-01-19,Tuesday
9.00E+78,medium,3,614,2021-01-19,Tuesday
8.00E+76,hard,2.3,700,2021-01-19,Tuesday
8.04E+79,easy,1.2,310,2023-10-13,Friday
4.00E+78,medium,2,736,2023-10-13,Friday
5.00E+80,hard,3.4,1024,2023-10-13,Friday
2.00E+80,easy,1.2,310,2020-12-06,Sunday
7.05E+78,medium,2.3,546,2020-12-06,Sunday
7.20E+78,hard,2.3,554,2020-12-06,Sunday
7.01E+80,easy,1.2,304,2023-04-30,Sunday
5.40E+78,medium,2,510,2023-04-30,Sunday
6.00E+77,hard,2.3,580,2023-04-30,Sunday
6.91E+80,easy,1.2,304,2021-04-07,Wednesday
3.20E+78,medium,2.3,510,2021-04-07,Wednesday
8.00E+80,hard,2.3,670,2021-04-07,Wednesday
7.38E+80,easy,1.2,304,2023-04-13,Thursday
8.00E+80,medium,2.3,760,2023-04-13,Thursday
5.34E+78,hard,2.6,794,2023-04-13,Thursday
4.05E+79,easy,1.2,310,2021-04-11,Sunday
2.00E+79,medium,2.3,580,2021-04-11,Sunday
6.01E+80,hard,2.5,700,2021-04-11,Sunday
3.00E+80,easy,1.2,316,2023-11-15,Wednesday
5.08E+80,medium,2.3,676,2023-11-15,Wednesday
7.90E+77,hard,2,1000,2023-11-15,Wednesday
9.40E+80,easy,1.2,310,2021-05-22,Saturday
6.02E+78,medium,2.3,522,2021-05-22,Saturday
3.00E+78,hard,3.4,730,2021-05-22,Saturday
7.90E+80,easy,1.2,310,2022-04-01,Friday
2.00E+79,medium,2,514,2022-04-01,Friday
8.71E+80,hard,3.4,780,2022-04-01,Friday
7.30E+78,easy,1.2,304,2023-05-17,Wednesday
5.00E+79,medium,2.3,736,2023-05-17,Wednesday
4.00E+74,hard,3,780,2023-05-17,Wednesday
2.11E+78,easy,1.2,304,2023-11-25,Saturday
9.21E+76,medium,2,526,2023-11-25,Saturday
2.90E+80,hard,2.3,720,2023-11-25,Saturday
3.01E+80,easy,1.2,304,2022-05-25,Wednesday
1.00E+80,medium,2.3,526,2022-05-25,Wednesday
8.00E+80,hard,2.3,484,2022-05-25,Wednesday
4.09E+80,easy,1.2,310,2021-09-18,Saturday
2.80E+79,medium,2.3,766,2021-09-18,Saturday
9.03E+73,hard,2.3,596,2021-09-18,Saturday
9.10E+80,easy,1.2,304,2021-01-30,Saturday
5.04E+79,medium,2,520,2021-01-30,Saturday
5.00E+78,hard,2.3,554,2021-01-30,Saturday
4.30E+77,easy,1.2,304,2021-03-14,Sunday
2.00E+77,medium,2.3,554,2021-03-14,Sunday
3.76E+80,hard,3,760,2021-03-14,Sunday
5.04E+80,easy,1.2,316,2021-09-26,Sunday
